,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RSN,SITE_ADDRESS_x,WARD,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,bike_parking_indoor,bike_parking_outdoor,SITE_ADDRESS_y,LATITUDE,LONGITUDE,geometry,ward_code,ward_name,ward_full,neighbourhood_number,neighbourhood_name,neighbourhood_classification,neighbourhood_classification_code,BICYCLE_ZONE,short_term_min,short_term_max,long_term,short_term_min_unmet,short_term_max_unmet,long_term_unmet,total_unmet_min,total_req_min,pc_unmet
71,15 indoor parking spots and 0 outdoor parking spots,4,33,,PRIVATE,4153943,697  EGLINTON AVE W,12,1950,,2018,15,0,697 EGLINTON AVE W,43.701949088,-79.420034858,POINT (-79.420034858 43.701949088),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,30,4,7,15,19,34,0.5588235294117647
72,6 indoor parking spots and 0 outdoor parking spots,3,17,IMTRADEX CORP,PRIVATE,4153946,779  EGLINTON AVE W,12,1930,,2017,6,0,779 EGLINTON AVE W,43.7009995731,-79.4241109809,POINT (-79.4241109809 43.7009995731),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,2,4,16,2,4,10,12,18,0.6666666666666666
73,Not Available,12,53,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153397,248  SIMCOE ST ,10,1991,,2017,,,248 SIMCOE ST,43.6539203787,-79.3892195078,POINT (-79.3892195078 43.6539203787),10,Spadina-Fort York,Spadina-Fort York (10),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,6,11,48,6,11,48,54,54,1.0
74,30 indoor parking spots and 10 outdoor parking spots,15,256,FIDELITY PROPERTY MANAGEMENT LIMITED,PRIVATE,4153399,20  ST PATRICK ST ,10,1982,2016,2017,30,10,20 ST PATRICK ST,43.6509721376,-79.3893617427,POINT (-79.3893617427 43.6509721376),10,Spadina-Fort York,Spadina-Fort York (10),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,26,52,231,16,42,201,217,257,0.8443579766536965
75,Not Available,3,20,TCH,TCHC,4153406,15  LARCH ST ,10,1993,,2017,,,15 LARCH ST,43.652655724,-79.39647886,POINT (-79.39647886 43.652655724),10,Spadina-Fort York,Spadina-Fort York (10),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,2,4,18,20,20,1.0
76,Not Available,3,24,GRANGE APARTMENTS INC.,PRIVATE,4153409,164  GRANGE AVE ,10,1970,,2017,,,164 GRANGE AVE,43.651369768,-79.401162282,POINT (-79.401162282 43.651369768),10,Spadina-Fort York,Spadina-Fort York (10),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,3,5,22,25,25,1.0
77,12 indoor parking spots and 12 outdoor parking spots,6,77,ST. CLARE'S MULTIFAITH HOUSING SOCIETY,SOCIAL HOUSING,4153416,25  LEONARD AVE ,11,1960,1996,2017,12,12,25 LEONARD AVE,43.6538260344,-79.4041248696,POINT (-79.4041248696 43.6538260344),11,University-Rosedale,University-Rosedale (11),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,8,16,70,-4,4,58,54,78,0.6923076923076923
78,0 indoor parking spots and 10 outdoor parking spots,5,69,AKELIUS CANADA LTD,PRIVATE,4153421,160  HURON ST ,11,1805,,2017,0,10,160 HURON ST,43.6570614157,-79.3980740042,POINT (-79.3980740042 43.6570614157),11,University-Rosedale,University-Rosedale (11),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,7,14,63,-3,4,63,60,70,0.8571428571428571
79,120 indoor parking spots and 0 outdoor parking spots,28,388,CONCERT REALTY SERVICES LTD.,PRIVATE,4153423,167  CHURCH ST ,13,2005,,2017,120,0,167 CHURCH ST,43.6544377686,-79.3759611563,POINT (-79.3759611563 43.6544377686),13,Toronto Centre,Toronto Centre (13),168,Downtown Yonge East,Not an NIA or Emerging Neighbourhood,NA,1,39,78,350,39,78,230,269,389,0.6915167095115681
80,20 indoor parking spots and 14 outdoor parking spots,11,155,CAPREIT,PRIVATE,4153956,20  SHALLMAR BLVD ,08,1963,2015,2017,20,14,20 SHALLMAR BLVD,43.704511738,-79.424723028,POINT (-79.424723028 43.704511738),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,16,31,140,2,17,120,122,156,0.782051282051282
81,Not Available,7,78,BEAUX PROPERTIES MANAGEMENT,PRIVATE,4153959,11  SHALLMAR BLVD ,08,1960,,2017,,,11 SHALLMAR BLVD,43.703726864,-79.423164634,POINT (-79.423164634 43.703726864),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,8,16,71,8,16,71,79,79,1.0
82,Not Available,4,36,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153963,800  EGLINTON AVE W,08,1941,,2017,,,800 EGLINTON AVE W,43.7014745383,-79.4245394908,POINT (-79.4245394908 43.7014745383),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,4,8,33,4,8,33,37,37,1.0
83,0 indoor parking spots and 7 outdoor parking spots,5,62,O'SHANTER DEVELOPMENT COMPANY LTD.,PRIVATE,4153966,2100  BATHURST ST ,08,1953,2009,2017,0,7,2100 BATHURST ST,43.7037994792,-79.4264104952,POINT (-79.4264104952 43.7037994792),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,7,13,56,0,6,56,56,63,0.8888888888888888
84,10 indoor parking spots and 0 outdoor parking spots,11,114,THE HOWARD PROPERTY COMPANY (2515) INC.,PRIVATE,4153974,2515  BATHURST ST ,08,1952,2007,2017,10,0,2515 BATHURST ST,43.7056275086,-79.4260651529,POINT (-79.4260651529 43.7056275086),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,12,23,103,12,23,93,105,115,0.9130434782608695
85,Not Available,10,77,HOMES FIRST SOCIETY,SOCIAL HOUSING,4153431,90  SHUTER ST ,13,1983,2011,2017,,,90 SHUTER ST,43.655490881,-79.3742822812,POINT (-79.3742822812 43.655490881),13,Toronto Centre,Toronto Centre (13),168,Downtown Yonge East,Not an NIA or Emerging Neighbourhood,NA,1,8,16,70,8,16,70,78,78,1.0
86,Not Available,7,174,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153434,200  SHERBOURNE ST ,13,1978,2003,2017,,,200 SHERBOURNE ST,43.6571186557,-79.3709227315,POINT (-79.3709227315 43.6571186557),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,18,35,157,18,35,157,175,175,1.0
87,0 indoor parking spots and 20 outdoor parking spots,4,23,SPICECART PROPERTY MANAGEMENT,PRIVATE,4153442,256  SHERBOURNE ST ,13,1955,,2019,0,20,256 SHERBOURNE ST,43.6589253856,-79.3715946717,POINT (-79.3715946717 43.6589253856),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,3,5,21,-17,-15,21,4,24,0.16666666666666666
88,Not Available,8,138,GREENWIN CORP.,PRIVATE,4153986,640  ROSELAWN AVE ,08,1958,,2017,,,640 ROSELAWN AVE,43.706149857,-79.423624259,POINT (-79.423624259 43.706149857),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,14,28,125,14,28,125,139,139,1.0
89,10 indoor parking spots and 0 outdoor parking spots,3,10,TRIVEST DEVELOPMENTS,PRIVATE,4153988,2094  YONGE ST ,12,1930,,2017,10,0,2094 YONGE ST,43.702336489,-79.3977985122,POINT (-79.3977985122 43.702336489),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,1,2,9,1,2,-1,0,10,0.0
90,Not Available,6,40,BALLITO BAY HOLDINGS (YORK) LTD. ,PRIVATE,4153994,190  COLIN AVE ,12,1935,2016,2017,,,190 COLIN AVE,43.7055531895,-79.4028556914,POINT (-79.4028556914 43.7055531895),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,4,8,36,4,8,36,40,40,1.0
91,8 indoor parking spots and 0 outdoor parking spots,3,10,BERKLEY PROPERTY,PRIVATE,4153998,893  AVENUE RD ,12,1960,,2017,8,0,893 AVENUE RD,43.7003921332,-79.4063848317,POINT (-79.4063848317 43.7003921332),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,1,2,9,1,2,1,2,10,0.2
92,8 indoor parking spots and 0 outdoor parking spots,3,10,BERKLEY PROPERTY MANAGEMENT,PRIVATE,4154000,905  AVENUE RD ,12,1960,,2017,8,0,905 AVENUE RD,43.7007807941,-79.4065602418,POINT (-79.4065602418 43.7007807941),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,1,2,9,1,2,1,2,10,0.2
93,Not Available,4,40,CROMWELL MANAGEMENT INC.,PRIVATE,4154005,990  AVENUE RD ,12,1965,2013,2017,,,990 AVENUE RD,43.7034089135,-79.4083878134,POINT (-79.4083878134 43.7034089135),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,4,8,36,4,8,36,40,40,1.0
94,Not Available,3,36,TRIVEST DEVELOPMENTS CORPORATION,PRIVATE,4154013,487  DUPLEX AVE ,08,1900,,2017,,,487 DUPLEX AVE,43.710106124,-79.40052975,POINT (-79.40052975 43.710106124),08,Eglinton-Lawrence,Eglinton-Lawrence (08),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,4,8,33,4,8,33,37,37,1.0
95,Not Available,3,12,AMIRA TALAAT,PRIVATE,4154014,20  ROSELAWN AVE ,08,1950,,2017,,,20 ROSELAWN AVE,43.711058893,-79.400038685,POINT (-79.400038685 43.711058893),08,Eglinton-Lawrence,Eglinton-Lawrence (08),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,2,3,11,2,3,11,13,13,1.0
96,12 indoor parking spots and 10 outdoor parking spots,10,128,HAZELVIEW PROPERTY SERVICES INC,PRIVATE,4153472,392  SHERBOURNE ST ,13,1963,2012,2017,12,10,392 SHERBOURNE ST,43.6640961132,-79.3738282072,POINT (-79.3738282072 43.6640961132),13,Toronto Centre,Toronto Centre (13),071,Cabbagetown-South St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,13,26,116,3,16,104,107,129,0.8294573643410853
97,Not Available,4,45,AKELIUS CANADA LTD,PRIVATE,4153494,54  MAITLAND ST ,13,1927,,2017,,,54 MAITLAND ST,43.664758213,-79.381484242,POINT (-79.381484242 43.664758213),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,5,9,41,5,9,41,46,46,1.0
98,12 indoor parking spots and 0 outdoor parking spots,4,26,MAYA INVESTMENTS LTD.,PRIVATE,4154016,132  CASTLEFIELD AVE ,08,1955,,2017,12,0,132 CASTLEFIELD AVE,43.7107762101,-79.4059080075,POINT (-79.4059080075 43.7107762101),08,Eglinton-Lawrence,Eglinton-Lawrence (08),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,3,6,24,3,6,12,15,27,0.5555555555555556
99,0 indoor parking spots and 5 outdoor parking spots,5,46,RPMS,PRIVATE,4154023,2914  YONGE ST ,08,1929,,2017,0,5,2914 YONGE ST,43.7221803609,-79.4019572219,POINT (-79.4019572219 43.7221803609),08,Eglinton-Lawrence,Eglinton-Lawrence (08),103,Lawrence Park South,Not an NIA or Emerging Neighbourhood,NA,1,5,10,42,0,5,42,42,47,0.8936170212765957
100,Not Available,4,46,,PRIVATE,4154039,516  DAWES RD ,19,1953,,2017,,,516 DAWES RD,43.7048505726,-79.2968176488,POINT (-79.2968176488 43.7048505726),19,Beaches-East York,Beaches-East York (19),054,O'Connor-Parkview,Not an NIA or Emerging Neighbourhood,NA,1,5,10,42,5,10,42,47,47,1.0
101,30 indoor parking spots and 0 outdoor parking spots,18,102,WESTDALE PROPERTIES,PRIVATE,4153501,100  MAITLAND ST ,13,1965,2008,2017,30,0,100 MAITLAND ST,43.6650800354,-79.3796817748,POINT (-79.3796817748 43.6650800354),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,11,21,92,11,21,62,73,103,0.7087378640776699
102,40 indoor parking spots and 0 outdoor parking spots,32,147,AZURIA GROUP INCORPORATED,PRIVATE,4153517,55  CHARLES ST W,11,1981,2003,2017,40,0,55 CHARLES ST W,43.6676849352,-79.3890195894,POINT (-79.3890195894 43.6676849352),11,University-Rosedale,University-Rosedale (11),169,Bay-Cloverhill,Not an NIA or Emerging Neighbourhood,NA,1,15,30,133,15,30,93,108,148,0.7297297297297297
103,Not Available,4,37,AKELIUS ,PRIVATE,4153518,16  ST JOSEPH ST ,13,1927,2013,2017,,,16 ST JOSEPH ST,43.6663961492,-79.3863015962,POINT (-79.3863015962 43.6663961492),13,Toronto Centre,Toronto Centre (13),169,Bay-Cloverhill,Not an NIA or Emerging Neighbourhood,NA,1,4,8,34,4,8,34,38,38,1.0
104,Not Available,6,65,SK PROPERTIES & DEVELOPMENT INC,PRIVATE,4153519,26  ST JOSEPH ST ,13,1920,2014,2018,,,26 ST JOSEPH ST,43.6660925039,-79.3867723149,POINT (-79.3867723149 43.6660925039),13,Toronto Centre,Toronto Centre (13),169,Bay-Cloverhill,Not an NIA or Emerging Neighbourhood,NA,1,7,13,59,7,13,59,66,66,1.0
105,0 indoor parking spots and 12 outdoor parking spots,14,95,BETTER LIVING HOMES,PRIVATE,4153523,540  SHERBOURNE ST ,13,1967,,2017,0,12,540 SHERBOURNE ST,43.669118585,-79.375955307,POINT (-79.375955307 43.669118585),13,Toronto Centre,Toronto Centre (13),074,North St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,10,19,86,-2,7,86,84,96,0.875
106,0 indoor parking spots and 7 outdoor parking spots,4,22,HOMES FIRST SOCIETY,SOCIAL HOUSING,4153524,50  EARL ST ,13,1993,,2017,0,7,50 EARL ST,43.668855304,-79.375727382,POINT (-79.375727382 43.668855304),13,Toronto Centre,Toronto Centre (13),074,North St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,3,5,20,-4,-2,20,16,23,0.6956521739130435
107,0 indoor parking spots and 12 outdoor parking spots,8,56,CAPREIT,PRIVATE,4154054,8  PARK VISTA  ,19,1971,2007,2017,0,12,8 PARK VISTA,43.6985479321,-79.2974887076,POINT (-79.2974887076 43.6985479321),19,Beaches-East York,Beaches-East York (19),054,O'Connor-Parkview,Not an NIA or Emerging Neighbourhood,NA,1,6,12,51,-6,0,51,45,57,0.7894736842105263
108,Not Available,6,59,IMPERRA GENERAL MANAGMENT,PRIVATE,4154071,1017  WOODBINE AVE ,19,1970,2014,2017,,,1017 WOODBINE AVE,43.6871475081,-79.3130882633,POINT (-79.3130882633 43.6871475081),19,Beaches-East York,Beaches-East York (19),060,Woodbine-Lumsden,Not an NIA or Emerging Neighbourhood,NA,1,6,12,54,6,12,54,60,60,1.0
109,Not Available,3,36,,PRIVATE,4152921,494  RUNNYMEDE RD ,04,1975,,2017,,,494 RUNNYMEDE RD,43.6595761764,-79.4801030062,POINT (-79.4801030062 43.6595761764),04,Parkdale-High Park,Parkdale-High Park (04),089,Runnymede-Bloor West Village,Not an NIA or Emerging Neighbourhood,NA,1,4,8,33,4,8,33,37,37,1.0
110,50 indoor parking spots and 5 outdoor parking spots,13,76,SIGNET GROUP INC,PRIVATE,4153528,89  ISABELLA ST ,13,1959,2013,2017,50,5,89 ISABELLA ST,43.668382815,-79.380659943,POINT (-79.380659943 43.668382815),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,8,16,69,3,11,19,22,77,0.2857142857142857
111,10 indoor parking spots and 0 outdoor parking spots,4,28,IMPERRA GENERAL MANAGEMENT,PRIVATE,4153545,96  ISABELLA ST ,13,1917,,2017,10,0,96 ISABELLA ST,43.668954869,-79.380480475,POINT (-79.380480475 43.668954869),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,3,6,26,3,6,16,19,29,0.6551724137931034
112,15 indoor parking spots and 0 outdoor parking spots,8,135,LES CENTRES D'ACCUEIL HERITAGE (OWNS AND MANAGES BLDG CAH IS NOT A PROPERTY MNGMT CO),SOCIAL HOUSING,4153554,33  HAHN PL ,10,1980,2010,2017,15,0,33 HAHN PL,43.649402507,-79.362697005,POINT (-79.362697005 43.649402507),10,Spadina-Fort York,Spadina-Fort York (10),166,St Lawrence-East Bayfront-The Islands,Not an NIA or Emerging Neighbourhood,NA,1,14,27,122,14,27,107,121,136,0.8897058823529411
113,Not Available,20,304,METCAP LIVING MANAGEMENT INC,PRIVATE,4154081,1501  WOODBINE AVE ,19,1968,,2017,,,1501 WOODBINE AVE,43.699908301,-79.318033445,POINT (-79.318033445 43.699908301),19,Beaches-East York,Beaches-East York (19),060,Woodbine-Lumsden,Not an NIA or Emerging Neighbourhood,NA,1,31,61,274,31,61,274,305,305,1.0
114,Not Available,10,221,DEL MANAGMENT,TCHC,4155659,75  TANDRIDGE CRES ,01,1967,1994,2017,,,75 TANDRIDGE CRES,43.728881268,-79.546722096,POINT (-79.546722096 43.728881268),01,Etobicoke North,Etobicoke North (01),005,Elms-Old Rexdale,Neighbourhood Improvement Area,NIA,2,8,16,151,8,16,151,159,159,1.0
115,64 indoor parking spots and 0 outdoor parking spots,23,327,AKELIUS CANADA LTD,PRIVATE,4155664,230  OAK ST ,13,1972,2014,2019,64,0,230 OAK ST,43.663569575,-79.357948805,POINT (-79.357948805 43.663569575),13,Toronto Centre,Toronto Centre (13),072,Regent Park,Neighbourhood Improvement Area,NIA,1,33,66,295,33,66,231,264,328,0.8048780487804879
116,Not Available,7,101,PINEDALE PROPERTIES LTD,PRIVATE,4155671,16  CARLUKE CRES ,15,1962,2019,2017,,,16 CARLUKE CRES,43.7611222484,-79.3926873718,POINT (-79.3926873718 43.7611222484),15,Don Valley West,Don Valley West (15),040,St.Andrew-Windfields,Not an NIA or Emerging Neighbourhood,NA,2,4,8,69,4,8,69,73,73,1.0
117,0 indoor parking spots and 7 outdoor parking spots,4,44,GOLD SEAL MANAGEMENT INC.,PRIVATE,4155684,34  BROOKWELL DR ,06,1964,2017,2017,0,7,34 BROOKWELL DR,43.7447007322,-79.4945628574,POINT (-79.4945628574 43.7447007322),06,York Centre,York Centre (06),027,York University Heights,Neighbourhood Improvement Area,NIA,2,2,4,30,-5,-3,30,25,32,0.78125
118,19 indoor parking spots and 0 outdoor parking spots,27,306,,PRIVATE,4155687,151  BEECROFT RD ,18,2003,,2017,19,0,151 BEECROFT RD,43.7649957319,-79.4142574762,POINT (-79.4142574762 43.7649957319),18,Willowdale,Willowdale (18),038,Lansing-Westgate,Not an NIA or Emerging Neighbourhood,NA,2,11,22,209,11,22,190,201,220,0.9136363636363637
119,Not Available,9,113,REDWOOD PROPERTIES,PRIVATE,4155690,65  HALSEY AVE ,19,1970,2009,2017,,,65 HALSEY AVE,43.6989642067,-79.2987112919,POINT (-79.2987112919 43.6989642067),19,Beaches-East York,Beaches-East York (19),054,O'Connor-Parkview,Not an NIA or Emerging Neighbourhood,NA,1,12,23,102,12,23,102,114,114,1.0
120,50 indoor parking spots and 5 outdoor parking spots,24,148,PRINCESS MANAGEMENT,PRIVATE,4155691,39  OLD MILL RD ,03,1966,2013,2017,50,5,39 OLD MILL RD,43.6501910215,-79.4940291116,POINT (-79.4940291116 43.6501910215),03,Etobicoke-Lakeshore,Etobicoke-Lakeshore (03),015,Kingsway South,Not an NIA or Emerging Neighbourhood,NA,2,6,11,101,1,6,51,52,107,0.48598130841121495
121,0 indoor parking spots and 40 outdoor parking spots,21,275,WESTDALE PROPERTIES,PRIVATE,4166944,70  CAMBRIDGE AVE ,14,1967,2014,2017,0,40,70 CAMBRIDGE AVE,43.678116007,-79.3607869844,POINT (-79.3607869844 43.678116007),14,Toronto-Danforth,Toronto-Danforth (14),067,Playter Estates-Danforth,Not an NIA or Emerging Neighbourhood,NA,1,28,55,248,-12,15,248,236,276,0.855072463768116
122,Not Available,7,220,TCH,TCHC,4167459,176  THE ESPLANADE  ,13,2006,,2017,,,176 THE ESPLANADE,43.649017812,-79.367964945,POINT (-79.367964945 43.649017812),13,Toronto Centre,Toronto Centre (13),166,St Lawrence-East Bayfront-The Islands,Not an NIA or Emerging Neighbourhood,NA,1,22,44,198,22,44,198,220,220,1.0
123,Not Available,6,62,CENTURION PROPERTY ASSOCIATES INC.,PRIVATE,4154169,26  THORNCLIFFE PARK DR ,15,1960,2013,2017,,,26 THORNCLIFFE PARK DR,43.7032015325,-79.3458301347,POINT (-79.3458301347 43.7032015325),15,Don Valley West,Don Valley West (15),055,Thorncliffe Park,Neighbourhood Improvement Area,NIA,1,7,13,56,7,13,56,63,63,1.0
124,Not Available,3,15,WILANMAR HOLDINGS LTD.,PRIVATE,4154177,871  MILLWOOD RD ,15,1947,,2017,,,871 MILLWOOD RD,43.703748004,-79.365309041,POINT (-79.365309041 43.703748004),15,Don Valley West,Don Valley West (15),056,Leaside-Bennington,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
125,0 indoor parking spots and 4 outdoor parking spots,4,19,3635 BATHURST ST. REALTY INC.,PRIVATE,4154664,3635  BATHURST ST ,08,1960,,2017,0,4,3635 BATHURST ST,43.733381348,-79.432711537,POINT (-79.432711537 43.733381348),08,Eglinton-Lawrence,Eglinton-Lawrence (08),039,Bedford Park-Nortown,Not an NIA or Emerging Neighbourhood,NA,2,1,2,13,-3,-2,13,10,14,0.7142857142857143
126,0 indoor parking spots and 10 outdoor parking spots,3,20,HIGH VALUE CONSULTANTS LTD,PRIVATE,4154668,205  WILSON AVE ,08,1960,,2017,0,10,205 WILSON AVE,43.7388890136,-79.4250339237,POINT (-79.4250339237 43.7388890136),08,Eglinton-Lawrence,Eglinton-Lawrence (08),039,Bedford Park-Nortown,Not an NIA or Emerging Neighbourhood,NA,2,1,2,14,-9,-8,14,5,15,0.3333333333333333
127,Not Available,4,33,GREENWIN CORP.,PRIVATE,4155166,2278  WESTON RD ,05,1961,,2018,,,2278 WESTON RD,43.7047119862,-79.529254423,POINT (-79.529254423 43.7047119862),05,York South-Weston,York South-Weston (05),113,Weston,Neighbourhood Improvement Area,NIA,2,2,3,23,2,3,23,25,25,1.0
128,Not Available,16,304,WOOLNER HOLDINGS INC,PRIVATE,4155176,200  WOOLNER AVE ,05,1968,2017,2017,,,200 WOOLNER AVE,43.6728637523,-79.4916650817,POINT (-79.4916650817 43.6728637523),05,York South-Weston,York South-Weston (05),111,Rockcliffe-Smythe,Neighbourhood Improvement Area,NIA,1,31,61,274,31,61,274,305,305,1.0
129,Not Available,3,11,,PRIVATE,4155149,145  WOODWARD AVE ,05,1953,,2017,,,145 WOODWARD AVE,43.7098157296,-79.5063954435,POINT (-79.5063954435 43.7098157296),05,York South-Weston,York South-Weston (05),113,Weston,Neighbourhood Improvement Area,NIA,2,1,1,8,1,1,8,9,9,1.0
130,14 indoor parking spots and 0 outdoor parking spots,5,64,,PRIVATE,4154921,32  CLAYLAND DR ,16,1967,,2017,14,0,32 CLAYLAND DR,43.7604975469,-79.3303911493,POINT (-79.3303911493 43.7604975469),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,3,5,44,3,5,30,33,47,0.7021276595744681
131,0 indoor parking spots and 30 outdoor parking spots,12,117,BEAUX PROPERTIES MANAGEMENT,PRIVATE,4154931,21  TICHESTER RD ,12,1956,,2017,0,30,21 TICHESTER RD,43.685675216,-79.416929405,POINT (-79.416929405 43.685675216),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,12,24,106,-18,-6,106,88,118,0.7457627118644068
132,Not Available,4,24,HANNAH PROPERTY MANAGEMENT LTD.,PRIVATE,4154945,1576  BATHURST ST ,12,1940,,2017,,,1576 BATHURST ST,43.6863326216,-79.419981313,POINT (-79.419981313 43.6863326216),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,3,5,22,25,25,1.0
133,0 indoor parking spots and 10 outdoor parking spots,3,16,,PRIVATE,4155438,2366  ISLINGTON AVE ,01,1950,,2017,0,10,2366 ISLINGTON AVE,43.7196647917,-79.5577092738,POINT (-79.5577092738 43.7196647917),01,Etobicoke North,Etobicoke North (01),004,Rexdale-Kipling,Not an NIA or Emerging Neighbourhood,NA,2,1,2,11,-9,-8,11,2,12,0.16666666666666666
134,Not Available,5,86,BRIARLANE RENTAL PROPERTY MANAGEMENT INC.,PRIVATE,4155448,20  SANAGAN RD ,01,1965,,2017,,,20 SANAGAN RD,43.7384970558,-79.5771085604,POINT (-79.5771085604 43.7384970558),01,Etobicoke North,Etobicoke North (01),003,Thistletown-Beaumond Heights,Neighbourhood Improvement Area,NIA,2,4,7,59,4,7,59,63,63,1.0
